JulianDate,Plot,drymass_g,FracSoilC,soilcmass_g,slope_ug_g_min
392,18,14.17566667,0.033968997,0.481533179,0.002538789
392,19,13.02007435,0.049329638,0.642275554,0.002894291
392,20,16.34455978,0.050039511,0.817873779,0.001968188
392,21,15.17968253,0.062321873,0.946026247,0.002796409
392,22,13.34000001,0.059288177,0.790904282,0.002917021
392,23,14.41036972,0.054538288,0.785916894,0.002957528
392,24,13.60903051,0.071805949,0.977209351,0.004989873
392,25,12.5210103,0.114828568,1.437769683,0.006315
392,26,14.24468209,0.098411703,1.401843423,0.005093727
392,27,14.07065934,0.088183308,1.240797286,0.00357004
392,28,14.90100796,0.097220345,1.448681135,0.004009309
392,29,13.78688572,0.107228251,1.478343642,0.005622359
392,30,13.63126637,0.09716095,1.32442679,0.004941879
392,31,13.92702568,0.098145361,1.366872963,0.009475086
392,32,11.44096677,0.123407126,1.411896828,0.005081399
392,33,12.42194891,0.100565405,1.249218323,0.003281777
392,34,14.09218242,0.056400647,0.794808206,0.005654137
392,35,12.97694391,0.063473816,0.82369615,0.003855383
392,36,13.09339705,0.095515642,1.250624225,0.00788614
392,37,11.12200001,0.071612425,0.796473392,0.002509182
392,38,12.22979144,0.081808348,1.000499034,0.006747984
392,39,13.63622093,0.105532417,1.439063353,0.037618692
392,40,12.33761391,0.109769363,1.35429202,0.004769336
392,41,12.51536633,0.056978292,0.713104197,0.004459658
392,42,11.97650523,0.142337942,1.704711107,0.005980733
392,43,12.98173333,0.084535217,1.097413644,0.004586075
392,44,13.7966611,0.09904088,1.366433456,0.003438666
392,45,14.15930942,0.0863063,1.222037607,0.006241304
392,46,NA,NA,NA,NA
392,47,11.06521445,0.18553175,2.052948601,0.007233334
392,48,5.711801897,0.12223793,0.69819884,0.010056251
464,1,14.68288241,0.02856096,0.419357217,0.005317326
464,2,15.45218402,0.033043883,0.510600161,0.010219164
464,3,13.57254355,0.043177724,0.586031539,0.013650141
464,4,14.28953572,0.056258264,0.803904473,0.016517171
464,5,14.95704845,0.053439951,0.799303936,0.014551778
464,6,15.20264152,0.056362486,0.85685867,0.013618519
464,7,14.36511804,0.04723691,0.678563788,0.010610109
464,8,14.79696722,0.060656929,0.89753859,0.008840234
464,9,15.90561152,0.038174934,0.60719567,0.014504245
464,10,13.22536328,0.060441909,0.799366204,0.011223447
464,11,14.035,0.048759494,0.684339498,0.012105061
464,12,14.89688312,0.035717561,0.532080332,0.008603548
464,13,15.31785298,0.06730515,1.030970392,0.013500082
464,14,13.33760869,0.049134474,0.655336387,0.015106827
464,15,15.4247181,0.035988452,0.555111727,0.008911869
464,16,14.00419288,0.031166859,0.436466705,0.00768197
464,17,14.16134414,0.048480635,0.686550956,0.010239899
464,18,14.17566667,0.033968997,0.481533179,0.007016966
464,19,13.02007435,0.049329638,0.642275554,0.006719302
464,20,16.34455978,0.050039511,0.817873779,0.006358976
464,21,15.17968253,0.062321873,0.946026247,0.007875981
464,22,13.34000001,0.059288177,0.790904282,0.007179398
464,23,14.41036972,0.054538288,0.785916894,0.008109113
464,24,13.60903051,0.071805949,0.977209351,0.01230451
464,25,12.5210103,0.114828568,1.437769683,0.010058761
464,26,14.24468209,0.098411703,1.401843423,0.010654895
464,27,14.07065934,0.088183308,1.240797286,0.00780955
464,28,14.90100796,0.097220345,1.448681135,0.00688546
464,29,13.78688572,0.107228251,1.478343642,0.009095097
464,30,13.63126637,0.09716095,1.32442679,0.00759135
464,31,13.92702568,0.098145361,1.366872963,0.008939752
464,32,11.44096677,0.123407126,1.411896828,0.008641835
464,33,12.42194891,0.100565405,1.249218323,0.017192532
464,34,14.09218242,0.056400647,0.794808206,0.014242943
464,35,12.97694391,0.063473816,0.82369615,0.011475486
464,36,13.09339705,0.095515642,1.250624225,0.009347206
464,37,11.12200001,0.071612425,0.796473392,0.000995643
464,38,12.22979144,0.081808348,1.000499034,0.028245084
464,39,13.63622093,0.105532417,1.439063353,0.027168738
464,40,12.33761391,0.109769363,1.35429202,0.014437699
464,41,12.51536633,0.056978292,0.713104197,0.015814049
464,42,11.97650523,0.142337942,1.704711107,0.029227818
464,43,12.98173333,0.084535217,1.097413644,0.022462593
464,44,13.7966611,0.09904088,1.366433456,0.013867578
464,45,14.15930942,0.0863063,1.222037607,0.021665877
464,46,NA,NA,NA,NA
464,47,11.06521445,0.18553175,2.052948601,0.029792301
464,48,5.711801897,0.12223793,0.69819884,0.025732251
